,Unnamed: 0,ratings,reviews,Whistleblower,sentiment
83,83,4,"In this day and age where Airpods and Airpods Pro reign supreme, I still enjoy using these earpods as they are easy to just plug in and go. I don't have to worry about losing them, and the sound is comparable if not the same to Airpods (maybe not the Pro version). Apart from that, being plugged in means no charging and although Airpods are said to have fast charging speeds, they also supposedly lose that charge just as fast. Whether you prefer a more reliable approach or simply want a backup pair to compliment your Airpods, these are a great choice (for a great price).",0,1
84,84,1,The microphone stopped working properly after about 1 month. Chatted with amazon and they said I needed to call Apple. Called Apple and they were unable to help me get the unit I bought replaced.Not a happy amazon customer after Amazons response to this issue.,0,0
85,85,5,"I know a lot of people bash these earphones but I've always thought the quality is superb and the sound quality excellent. Like anything else with wires and connectors, they'll eventually die, but for the money, you get a quality set of earphones that'll last a few years of hard use. This is based on years of using these exact earphones (it just happens to be the first time I bought them on Amazon).",0,1
86,86,5,I had to replace my EarPods and saw there was a lightning deal on these. I was very happy to get an original product that works well.The audio sounds good and I also recorded sound and the mic worked great. I’m very happy with this purchase and I highly recommend.,0,1
87,87,1,"So I bought these once before and they worked fine... for a while. They just stopped working one day so I didn’t think much of it. Going back to school this semester I thought I might grab some headphones because I like to study with music on. Took them out of the box and plugged them into my phone and they just didn’t work. I restarted my phone, followed lots of stuff online to try to fix it but they must be fake. Don’t waste your money on these. If you want real ones pay a few extra bucks at the Apple store... so disappointing!",1,0
88,88,5,"The five stars is for them being EXACTLY THE SAME as the ones that came with my iPhone, but ordering off Amazon was cheaper in time and money then getting them from the Apple Store, and they arrived with free shipping the very NEXT day. Right before I had gotten suckered into buying a different brand at half the price -- it had a 5-star review average, but when I looked more closely, after receiving something broken and of poor quality, saw that it was because scammers had flooded the review sections with their 5-stars. Amazon also removed the scammers of that by the next day and now it is properly a 1.5 star item. Maybe you can get more expensive brands that sound better, but from reading the real reviewers, it seems that every type of earbud is prone to breakage. At least these should last a year or two like the rest. They work fine. Not awesome Just as good as the originals. Since Amazon sometimes seems to lump reviews together, these are the ones ""by Apple"" that are fulfilled by Amazon Prime.",0,1
89,89,5,"These are legit Apple ear pods.I’m not sure why people are complaining about the quality and legitimacy. They have never had a reputation for having great sound. But they are what they say they are. They are good for working out, and for listening to audio off your phone. I received the ones require for lightning port (using iPhone 7 Plus) the volume + - buttons work and they have a built in Mic to answer calls and talk with the ear pods on.",0,1
90,90,5,"Got them for my daughter for Christmas she got the cordless ones with her phone and had issues with them and then they were stolen at school, so these were gotten as a replacement, she likes the corded ones much better, glad we knew you needed the adapter before getting them, it's a new Apple product so I don't know why they didn't come with the right ends to plug into the new apple phones, but they don't you need an adapter, might be something to let people know? But they work as good and according to my daughter better than the cordless apple headphones",0,1
91,91,5,"""This works better when the top layer of polish is broken. Not like the pics, I did not have this ""bursting"" effect, but i was able to easily scrape it off after about 5-10 mins.Instructions:1. Take a nail file or a buffer and buff off the top clear layer a little (can be patchy if using a file but try to scrape off the majority of the top layer, a corse file works better for this)2. Brush on a THICK layer of the gel coating the nail entirely.~*~ Wait 5-10 mins, don't touch!- I like this better than having foil wrapped fingers cause you can still do stuff so the time goes fast~*~3. Take a metal cuticle pusher and scrape from cuticles up towards tip of nail. It should scrape off pretty easily, if not, scrape off what you can gently and repeat.Polish comes loose much easier that soaking IMO. Also a lot faster and a lot more eco-friendly (cotton, tin foil, ect.) Taking nails off has always felt like such a production to me but this does make it easier, I would def buy this again over acetone. """,0,1
92,92,1,"I ordered two pairs of these head phones for working out. Within the first week the microphone and volume control buttons on both pairs stopped working within the first week. Annoying but the headphones themselves still worked. Exactly a month after I received them the headphone parts stopped working on the same day as well. I have the old pair I got when i received my iPhone (over two years old), this pair still works so I know it’s not my phone.",0,0
93,93,5,"My main concern was that this would end up being a knock-off product. As far as I can tell, these EarPods are entirely the real deal - the box is the unmistakable Apple designed packaging, and the ear buds themselves look, feels and perform exactly as the OEM that came with my iPhone. IF - on the infinitesimal chance - what I have here is not legit, then they represent a flawless, masterclass in forgery, and are still worth every cent. Either way, I'm very happy.Side note: I've used noise-cancelling and sound-isolating headphones before, but I really think that EarPods - which have neither of these features - have a solid place. It's often a real advantage to be aware of my surroundings while enjoying music, podcasts, or whatever. I can groove away at my desk without disturbing anyone and still hear my boss ask me a question in the next cubicle. Not to mention the safety concerns of being aurally insulated while walking around the city. All in all, a fine product.",0,1
94,94,1,"I purchased the Apple brand for my husband to use with his iPhone after a cheaper variety he thought was Apple quit after a couple of weeks. The last Apple earpods he had lasted for a few years! The volume control and on/off switch quit working today, one day after the return period ended. These were expensive and a complete waste of money. I'm pretty disgusted that we can't return them.",0,0
95,95,5,"I have an iPhone 8 and I’ve tried a couple of other EarPods that were absolutely horrible! The sound was horrible on both, only one ear piece worked on one, and one completely broke after 5 minutes of use. I was trying to save some money, so I brought off label. I received these EarPods today, and boy what a difference!!!! The sound is great (so far)! I was able to hear and have an entire conversation. I would definitely recommend these to family & friends!",0,1
96,96,5,"I was worried when I saw all of the reviews claiming these earbuds were knockoffs or third party, but I took a chance and ordered them anyway. The ones marked “amazon’s choice” are 100% the Apple brand earbuds I was looking for. They work just as expected and I can’t help but think that most of these negative reviews have to do with people not properly reading the product descriptions.",0,1
97,97,2,"After receiving these earbuds, they worked great. Looked and felt like the REAL DEAL. According to the packaging, they are an Apple product. However, after having them for 2 months the covering started to crack, exposing the wire and the volume control stopped working. I'm very disappointed and looking for a replacement pair that is better quality than these earbuds.",0,0
98,98,5,"I am at an age, 80, where I have hearing issues. Just recently my nephew, who is an engineer and a techie was here visiting me and besides riding motorcycles and grilling steaks he saw that I have hearing issues. He told me to order Apple Ear Pods on Amazon and he would set up my iPad to make phone calls through Facebook, don’t ask me how he did it but it worked. The Ear Pods were delivered within a couple of days as promised and when I made my first phone call with the EarPods I could not believe the clarity that the EarPods delivered.",0,1
99,99,2,I use this product everyday to listen to music while I ride the metro. I was going to get them directly from apple but this seemed like a better deal untiltoday. They just stopped working and now I find out my 30 days are up. This is sad I missed my return opportunity by 2 weeks. I really would appreciate if Amazon would replace them. If not buy from apple directly It’s worth the money if they guarantee their products. So now I’m out a product. Not happy.,0,0
100,100,3,The background noise for the person your talking can be terrible. I gave these to my friend to use and when I talk to him I hear more noise and commotion in the background then it should. It hard to have long coverage in a busy environment. The ear pod isn’t that comfortable about they break after about a month or two when using them while working. Good price for apple ear pods but could be better quality.,0,0
101,101,3,I’m a little upset because I bought these headphones expecting them to be brand new yet when I got them they were definitely used. There was dirt all over them and there is a very obvious scrape on one of the head phones.,1,0
102,102,5,I lost these (well someone stole them) and what I loved about them is when I needed to use my phone for multi tasking I could do it. For example talking to my boss but accessing emails for her which a huge help.,0,1
103,103,2,"I lost my original pair and immediately ordered a replacement. I know these are different because the cord feels a lot smoother. However, the main difference is that these don’t fit as well. I wore them on the treadmill and it felt like they were falling out. I never had that problem with my previous pair. I’m disappointed that the model has changed.",0,0
104,104,2,"Within a few months of owning these, the right earpiece stopped playing audio altogether. The connector moves around in the jack, causing tracks to start playing and/or skip on their own. Apple has made us jump through hoops trying to get this resolved through the 1year warranty, which in the end they did not honor. My daughter threw the box out after getting them for her birthday, and apparently they have no other way to prove they are Apple products (even with the Apple on them and the receipt).",0,0
105,105,5,"i love these headphones! a pair originally came with my phone but i lost them and just used an old set with my adapter, but the little plastic nibs on the end were always uncomfortable my ear and they always fell out. these ones are comfortable and rarely ever slip from my ears unless i start whipping my head around. while they might not be for everyone, if you have difficulty keeping normal earbuds in your ear and if you dont like the sport earbuds that wrap around your ear, then get these! not cheap enough to be poor quality and not expensive enough to be a waste of money, i would definitely buy these again when i inevitably end up losing my current pair",0,1
106,106,5,"Reviews I read before purchasing stated their were problems with the pair they received, and that they weren't official apple headphones. The pair I received arrived a few days earlier than expected and they were official apple headphones from the packaging to the product. I've had the headphones for about a week and use them to workout daily, and I am very pleased to have had no issues thus far. Will give an update if there are changes in product quality in an alarming time-frame.",0,1
107,107,1,These look like genuine earbuds from APPLE. And maybe I just got a defective pair. The first 2 uses they worked well. Now when I plug them in they inconsistently work- sometimes the music plays through them and sometimes it does not. I’m going to return them. Next time I’m going to the Apple store and will pray I have better luck.,1,0
108,108,5,"my old pair stopped working so i ordered these about a month ago (i have prime and these were ""on sale""/discounted to about $20 before tax). they appear to be a new, authentic apple product! i was worried because of some of the reviews, but took a chance because it was free shipping and returns.i've attached photos of the product page and order in case the listed product changes (sometimes it seems that the reviews are for a different product??). i purposefully looked for ""sold by Apple"" and ""fulfilled by Amazon,"" which these are, although i am now noticing that the order page says ""sold by Amazon.com Services, Inc."" Not sure what this means, but I am happy with my purchase.",0,1
109,109,5,"These are the best earpods on the market. You don't know how many times I accidentally left them in pants pocket, then washed and dried them. Only to find them intact and still working. I'm amazed. They also fit extremely comfortably in my ear. They have a new pro design and they're awful. I'll stick with this classic.",0,1
110,110,5,Just received my ear buds today. Almost didn't order them since several reviews questioned if they were knockoffs or genuine Apple. Mine came in genuine Apple packaging with all genuine Apple documentation. They are Apple and they are great. Very happy to have saved $10 from the price on Apple.com,0,1
111,111,2,"Sound quality is nice. However, compared to the actual Apple headphones the lightning plug easily loses connection with the slightest nudge. On a ten minute walk it disconnected 5 or 6 times, which is obnoxious because you have to pull your phone out, push the headphones in less than a millimeter and then reconnects.",1,0
112,112,4,They were a replacement for my original earbuds. They didn’t last though. 3 months later they’re not working. I’m looking for another type of earbuds that will last.,0,1
113,113,5,"I know I was skeptic at first with some reviewers claiming it was an off-brand of Apple, but the ones I received were authentic earpods from Apple. This is a great product and worth it!",0,1
114,114,4,These are the exact same ones that came with my iphone 6s everything was great but after while the right side was hardly working I could barely hear anything but everything else was still fine except the right side but that was my fault not Apples. So I got a brand new pair and they fully work and this time I'm more carful.,0,1
115,115,5,"--If this review helped you, please click ""helpful""--These are great! I have 3 pairs of them. They sit comfortably in my ears. I really like the toggle on the cord. It makes it really easy to pause and skip songs as well as talk to Siri.--For more Amazon reviews, follow @CassandraMercedes on Instagram--",0,1
116,116,1,"I recently switched from an Android (Samsung) phone to iOS. I’ve owned the phone 5 months and use earphones about 3 times per week. This is the second pair of earphones I’ve bought, after the set that came with the phone.One earphone stops working consistently! I will not buy another pair and will go with the old fashioned over the ear kind.",0,0
117,117,5,Bought these as Christmas presents and they actually came in the factory Apple packages. I've read some comments where people said they received the fakes ones but the ones I got were 100% apple!,0,1
118,118,5,"The EarPods I got work perfectly and I don’t really see why so much people review it badly. It’s wired earphones so of course it’s gonna last about 4 months before it’s your fault for bending the cables so much. Focus on the quality it was like and not the quality of when they died if you are gonna review them. And the other reviews saying that they were not working out the box, you should make sure you’re ordering from amazon or apple or go to the accessories page in apple.com cause that should guarantee unopened EarPods. Just because the product you got was bad doesn’t mean the product you wanted is too.Also about the warranty papers in the box, I have found nothing on apple’s website about the warranty on EarPods so I guess there is none.",0,1
119,119,3,"These are just OK.... one week after getting them they started cutting out and the issue persists. Sometimes they work, and sometimes my music blasts for the entire gym to hear (bc the headphones are connecting properly).... when they work, they are good, but not reliable in my opinion and not well made.",0,0
120,120,4,"I bought these for my partner who is an automotive tech. I can't tell if they broke quickly from the environment or because they were poor quality.. Other than them breaking in less than 2 months, sound quality and mic were excellent.",0,1
121,121,1,So I received these headphones on the 1st and I’m extremely disappointed. The headphones do not sufficiently work. They constantly disconnect with even the slightest little tap on the part that goes into the phone and when that happens I literally have to take it out and put it back in 2-5 times so they can work properly and I literally have to do this all day long. I am not pleased and I would like them to either be replaced or I want my money back.,0,0
122,122,5,"It is kind of frustrating that no non-Apple brands work for the lightning connector earbuds, but ... that's the way it is. I tend to spend more time than I should hunting for a bargain, and I have tried many other brands, but had to return them all. These WORK, and the sound is great and they are comfortable.",0,1
123,123,5,I generally use these EarPods to speak on my iPhone 8 plus.For those who complain that these are not genuine Apple EarPods you get what you pay for.Don’t just look at ghe product description also look at the product specifications. It will list the manufacturer.,0,1
124,124,3,"I might just be imagining things, but these don't seem to have the same sound quality as the earbuds that came with my phone. I still have the others, so I'm able to compare back and forth. They're definitely not as loud and the sounds doesn't seem quite as clear.",0,0
125,125,4,"They appear to be the real thing made by Apple and not a knock-off. I have noticed that sometimes they cut off when I have my iPhone in my pocket. At first I thought it was something I had done but then I noticed the source may be the point at which the wire enters the port that inserts into the phone. It may be unstable? I will continue using it and see what happens. Hopefully it won't continue cutting out. Other than that, the earphones are great. The volume is easily adjusted by a toggle on the wire leading to the right ear.",0,1
126,126,4,Over the course of years of owning apple products and earphones I can tell you that these are legit if not they're built really well enough to the point where I don't notice the difference. The bass on these seem to be good as well usually u can tell the difference between the real and the fake by the bass quality. I assure you that these are well worth the price and you shouldn't be scared of buying them because you can always return it or complain to Amazon for putting this as an amazon exclusive or labeling it as an apple product if its not. But the reason I didn't put a five star is because I just got these ten minutes ago. I will update you guys 2 months from now If I remember..,0,1
127,127,5,Bueno me gusta mucho,0,1
128,128,5,Shipped on time and were packaged well. They work great and made a good replacement for the originals that I lost.,0,1
129,129,1,Just got these earbuds a few days ago and all my teenager can hear is a high pitched buzz. I highly doubt these are Apple. Super bummed to have to print a return slip and return things when we aren’t supposed to be leaving the house. I’ve tried them too so it’s not just her.,1,0
130,130,5,"Replacement item, since the dogs got a hold of our original set. My husband uses them every night listening to podcasts. These are not the newest model, but a newer one than the dogs got a hold of, so he is very pleased, and I can watch tv while he listens to his phone.",0,1
131,131,5,"The problem is Apple. The plug design is terrible and was not made for this cable, can't use for running or matter of a fact any movement.what I mean is, the product does what it says it does, but iPhone made a terrible decision removing the phone jack because some people like me do not enjoy having ""airpods""",0,1
132,132,1,Before even opening the package I noticed it’s missing it’s original packaging and they have been used. There is earwax inside the earbuds as well as the package.,0,0
133,133,5,Product was true Apple brand. Came in Apple product box. Works with iPhone. Have had for about a month now and are working great. Would ordered again if needed.,0,1
134,134,5,"Got 2. My girls 11 and 13 . I got them for them for good grades/ reward. They are genuine Apple product, good sound.",0,1
135,135,4,Very nice only draw back is I can’t listen to music on them at my computer and recharge my phone at the same time due to the connection. Also can’t use them with any other device except the iPhone. Can’t plug them in at the gym or to my laptop due to the connection only working with the phone.,0,1
136,136,2,"These don’t interact with the phone very well. I turn the volume on the phone ALL THE WAY down, and the volume on the headphones stags they same. If I’m having a phone call with the headphones on, the person on the other end can hear the rustling sounds when I put the phone in my pocket, and it interferes with the microphone sounds.It’s a bummer.",0,0
137,137,4,"I bought this for my girl who needed replacement ones and everything seems fine so far and legit as well. EarPods aren't the best thing in the world, but it still works. For me when I try them on while listening to music or watching videos with my girl, they keep falling outta my ears.",0,1
138,138,3,"All I have to say is they are the epitome of average. They are not a bad product by any means, but they aren’t great either. They plug in, and play audio. That’s about it. Sound quality is lack luster due to there being minimal bass, making the balance undesirable.",0,0
139,139,1,"These are crap. Worked fine for about 3 weeks then all of a sudden the headphone buttons started pushing themselves, changing the volume or calling Siri. Don’t buy.",0,0
140,140,1,"These headphones are terrible. I've had them for exactly one month (purchased June 19, 2019 and today is July 22, 2019) and they already don't work. Sound quality is terrible and I can barely hear through them. There is no visible damage or any reason they should stop performing in just a month. Save your money and buy a different version",0,0
141,141,5,Very good headphones. Great that you can finally get apple products on Amazon Prime. Durable and great for working out for iphones 8S and under.,0,1
142,142,2,"Sound quality is fine if you’re looking for “Apple” headphones purely to listen to music to. However, none of the buttons work, and the microwave is VERY bad, apparently I sound like I’m whispering in a tin can down a hallway when I try to use these for phone calls. Fine for just listening, but not worth it for lack of buttons/microphone if you like multi-use products.",0,0
143,143,1,"This headphones are GARBAGE!!!! First you have to read the fine print, attach to wifi even though they are plugged in, then they stop working. ABSOLUTE GARBAGE",0,0
144,144,5,I have AirPods as well as these wired EarPods. These have great sound/mic. I don't think the wireless can completely replace the wired ones. I need the wired ones because there are situations where I worry one or both of my AirPods can go missing.,0,1
145,145,5,"Ok yes I bought it for my grand daughter. As I’m doing all these reviews I’m quietly thinking to myself, you’re a great Nana! But in all seriousness, I replaced this is the second pair I’ve bought, these are a replacement pair I bought for my grand daughter because she lost the first ones. They’re nice and you’ll be happy with them.",0,1
146,146,4,So far they’re working well. Just wish Apple would design these to last a little longer than a few months without succumbing to frayed cord and connection issues. I do my best to treat them with care and still end up having to replace them due to stated issues within a short amount of time.,0,1
147,147,1,Not sure what's wrong with these but on max volume you can barely hear. Don't waste your time or money.,0,0
148,148,1,"This is the worst product I have ever purchased on Amazon. The headphones arbitrarily go to either completely mute or full blast. At that point you have no control of the volume. This does not happen every time, but it happens most of the time; you can't really pinpoint what the problem might be to avoid the issue (given the cost of these, I'd think this is a problem you should not have. If you are bent on buying these headphones, please contact me, so that I may give you an address to send your money...because you obviously are a person who loves giving it away....",0,0
149,149,5,"The ones I received were legitimate Apple product. I’ve received fake ones before from another seller where the plastic felt cheap, didn’t have that soft feel, the sound was tinny, etc. so I was relieved to get the actual head phones that I had lost",0,1
150,150,5,I have used his headphones numerous times when my Bluetooth headphone batteries have run out. so far it works fantastic good sound quality not uncomfortable whatsoever good resistance on sweat. Great convenience on connecting directly to your iPhone without using adapters,0,1
151,151,5,These earbuds are amazing! They are actually Apple earphones and at a great price!It is so rare to find a seller that has these so we stocked up! No issues with the sounds or the buttons at all and I’ve had mine for some time now. Get them while you can!,0,1
152,152,5,My 13 yr old son got this for himself for use with his phone mainly. He likes to watch YT videos and he'll use it to talk on the phone with his friends. He said they feel fine in his ears and the sound quality is good for what he uses it for.,0,1
153,153,5,I don't see any difference between these headphones and the ones that came with my phone. So 5 star rating from my end. I purchased these for $20 which I am okay with.,0,1
154,154,1,"The first pair I ordered started randomly stopping and the buttons on the headphones would just not work. I ordered a replacement.As I am writing this, I am using the replacements. The button flat out doesn’t work. And it’s cutting off randomly. Obvious knockoffs",1,0
155,155,5,"I purchased these for my son and he says that they're the real-deal! Sound quality is great and no problems with it whatsoever. It came in the original apple box w/the Apple logo and label. I just ordered another pair for myself. I usually don't use earphones since I just use my iPhone for phone calls and email, but since I will be traveling by plane in a few days, I'm about to load up my phone with songs and audiobooks, so having a good pair of earphones is a must. I hope that the new order that will arrive tomorrow will be just like the one I am writing about.",0,1
156,156,5,They work really well and the sound quality is great. They even survived an accidental trip through the washing machine by some miracle! Would definitely but again.,0,1
157,157,5,"Was so glad to receive these earbuds. My original apple earbuds had begun shorting out and acting buggy. I ordered these as a replacement and am very happy to haveearbuds that are working correctly! The packaging was minimal, (just a mailing pouch) which initially concerned me that there wasn’t enough protection for the product, but the buds were secure in their original cardboard container. There was no box around that, however. Earbuds arrived unscathed regardless.",0,1
158,158,1,"First off, this new port/plug/connector thing sucks. It makes the earbuds useful ONLY for an iPod or iPhone. Not even usable on my MacBook Pro. But six weeks after the purchase, under normal to light use, the insulation is sliding off at the point where the cord splits, leaving open wire exposed. These ought to last longer than two months. Hell, they should last two years. The old ones did. I'll have to look for better alternatives now, after decades as a loyal Apple user.",0,0
159,159,5,Real deal these hold up to sweaty indoor biking workouts day after day and no charging worries,0,1
160,160,5,"The problem is I had to send the first set back as it wasn't charging and connecting. I fear that this set is having an issue also. I never had this issue when I bought them through the stores. Not sure what is going on. I am going to see if the issue comes up again and if it does, I will have to return them again for another replacement. Otherwise, I love them. I am now on my 3rd set because I have had the misfortune of losing them.",0,1
161,161,4,"I've had these for almost a year and they still work like brand new. The right ear cover piece popped off once which is the only reason I'm giving only four stars, but I hot glued it back on and they still work like a charm.They probably would have broken off if they weren't shoved into the bottom of my bag, so if you're more responsible than me then I would totally go for it. Earbuds are always dying on my so the fact that I've had these this long blows my mind. I 100% recommend them.",0,1
162,162,2,"Pretty standard quality, all things considered. The big weakness of the lightning connector version is that is has extremely little retention. I bought these to listen to while walking around, and virtually any contact between my shirt/pocket/etc. and the plug will jostle it free of the port. You’ll need a proper set-up to fully utilize these while in motion. Putting my phone in my back pocket so the bottom of the phone clears the top of my pocket seems to work. Otherwise, expect to be constantly fishing your phone out of your pocket to readjust the cable and press play again.",0,0
163,163,5,Original iPhone earbuds are the best. I tried all the other crap and hated them. Just use these. Plug and play and just works and sounds great. If u want to use them to work out just put the cord under your shirt. You don’t need all the wireless crap.,0,1
164,164,5,Worked extremely well for our needs. I make purchases for a Government agency and this was needed for an employee in our Fort Collins office. Much better value than buying at the Apple Store. Their prices for things like this are very high.,0,1
165,165,5,"These are the same ear pods that come with the iphones, but at a much better price than you find in stores.",0,1
166,166,1,"Over the past 9 months or so I’ve gone through 3 pairs of these. First, the mic and buttons stop working. Then, one of the ear pieces stops. Finally, they both are done and the phone still registers that they’re plugged in. Phone charges fine, no issues with the port.",0,0
167,167,1,"I opened my earbuds I purchased for a family member as a gift and the controls and the right earbud do not work. There is no sound coming out of the right side, but the cable doesn't appear to be cut or stretched too far. Might just be a box but annoying nonetheless.",0,0
168,168,5,"I don't know why some people say this product doesn't work. for me, it has been working just fine. I actually compared the price on Amazon to the price on Best Buy, and the amazon ones were cheaper, and so far working just fine. In fact, they were cold when I opened the package, and still worked.",0,1
169,169,5,"These headphones are the typical headphones like you would get in the box when you buy your iPhone. They are simplistic and reliable. They are user-friendly without a bunch of extra buttons. The sound quality is great; clear. The microphone works well too as I've never had anyone tell me that I'm heard to hear on the phone, when I use them for phone calls. I'd recommend (and do) to anyone looking for basic headphones with the added microphone.",0,1
170,170,1,"These headphones only work if they’re plugged in and the Bluetooth is on! The description does not state that, and I will not be buying these again.",0,0
171,171,5,I bought these for my wife so she would stop using my pair after hers mysteriously disappeared. These are genuine Apple products in Apple packaging and seem identical to the previous pair. The mic worked great while on calls and the sound quality is what I expected from an Apple ear bud. Very happy with my purchase.,0,1
172,172,1,"not authentic Apple earbuds, despite real box. Worst of all, they don’t transmit sound. You can tell not authentic bec cables heavier, also the speaker in the bud is not like my other 4 pairs bought from Apple. Shocked that bezos would sell fakes. Only sound was a beep and a screech. How dare they stamp them as have been tested.",1,0
173,173,5,This is my second time to order l my last order was been delivered last January and still working I order again today because I gave my old one that I order first before to my bf so he can have something to use he need it,0,1
174,174,1,"I bought these, thinking that since they're Apple earbuds, they'll do just as well as my other ones that came with my phone. Boy, was I wrong. These broke within the first few weeks of using them. The sound still comes through, but the microphone is unusable for pausing music, taking phone calls, or doing anything besides listening to music. Go buy the real ones from Apple!",1,0
175,175,5,"I usually find earbuds to be lower quality, but I've had this specific product for a while now. The sound quality is still really great, and they haven't broken down from wiring issues. My ears are really tiny, making most earbuds too big for my ears, but these fit perfectly. I always need them for my walks and work-outs!",0,1
176,176,4,"I am so glad when I bought it because of the super cheap price, but when I received it, I knew this is not the same earbud as apple. I have used it about a week, it did work fine but do not expect the same as apple’s。",1,1
177,177,5,"what's not to like, easy to use has a built-in audio adjustment on the cord, control your playback of music and video, and also can answer or end calls with a pinch of the cord, fits ear well and I have small ears",0,1
178,178,1,"The packaging seems exactly like how it is when bought from the Apple store but it does not function. I plug it in to my phone and play music and videos the audio still comes out of the phone speaker, it’s like the phone do not detect the EarPods when plugged in. Which never happened before.",1,0
179,179,5,"Legitimate apple product. Sound quality is shockingly crisp with clarity and bass. This set of ear buds stays in comfortably, and doesn't slide out while wearing. I've always liked wired over wireless because there is no need to wait to recharge.",0,1
180,180,5,"The ear pods are inexpensive and have very good sound quality, but not much in the way of noise cancellation, which is ok , because when I use them for hiking and biking they allow me to listen for traffic and rattle snakes !!",0,1
181,181,4,"I have used a lot of Ear Pods but this one particularly with lightning connecter puts the voice of call on speaker instead of coming in the ear pods. I have been using multiple Headphones with my phone and never experienced such behavior before. Quality is 5-star as with all apple products, material is 5-star again, same reason, but when it comes to usability, this minor problem takes it from 5-star to 4-star. Because of its high price, it should be flawless.",0,1
182,182,1,"These “Amazon’s choice” earbuds are counterfeit Apple products - packaged in an Apple box. Do not buy them. The product says “Lightning world” when you plug them in and you get a beeping sound, no other sound coming through the headphones at all. Just fuzz and beeping.",1,0
183,183,3,"I can't tell if these OEM - there was no clear plastic case inside the box, just cardboard packaging. The sound is good, but the cord is flimsy. I am hoping these don't stop working as some other viewers have reported. If so, it's time to change brands!",0,0
184,184,2,Not the same quality as the ones that ship with your iPhone. The ones from the box lasted a long time and handled a lot of abuse. These lasted about two months. They still work but the iPhone thinks they are disconnected when they are not. Something about the connection. Anyways just know that they are not the same quality as the ones that ship from the box.,0,0
185,185,4,"The first couples of days, they were good, they sound amazing and then the input started being a little sensible so it touched something, the music would have stopped and I would to unplug it and plug it again, which is not the best because they shouldn’t stop for every little thing that happens to them. The sound quality is amazing, they are both perfect tho",0,1
186,186,1,"They stopped working in three weeks, then wanted me to pay for them to process an exchange as well as allow them to put a hold on my account until they received the broken pair back. And this is after the interrogation by Apple.",0,0
187,187,3,"I purchased two pairs one to leave at home and another to have at work. They worked well with my phone for the first few months but then one pair started making a popping noise over the audio, if the cord is manipulated. So they work fine initially but the ones that I use more frequently seems to be breaking down.",0,0
188,188,5,"THESE ARE REAL. I was hesitant because looking at these listings i kept finding ones with fake reviews. I received genuine apple earbuds. Unopened. Brand new. Apple quality, Apple paperwork, everything. 5 stars.",0,1
189,189,1,They work fine when I plug it in a certain way but if I don't then they do not work at all. It's like an old iPod charger that needed a specific side to be facing up in order to plug in correctly. Not the end of the world but it's extremely annoying when I think I have it in right and then my music just starts playing out loud in public. I do not recommend them.EDIT: Dropped down to one star because I found out that the microphone does not work. Only had them for a week and a half and their reliability is already deteriorating. Just go to an Apple store.,0,0
190,190,5,"I was skeptical of these ear buds because of the reviews, but when they arrived I was pleasantly surprised. They arrive in an Apple package, and work perfectly. I use them frequently, and they travel well as long as you keep them in the little box they arrived in To sum it up, these are a real Apple product, and work extremely well with nothing wrong in the 4-5 months I’ve had them.",0,1
191,191,1,I bought two earpods one of which came apart twice. After the second time the product stop working. I can not recommend the product.,0,0
192,192,5,"Works fine, quality is pretty good. From use, one or the other sides will start to be quieter, but if you remove the filter at the end it starts to work better. Basically no sound canceling. They do tend to come out easily/fall out easily, but other than that it’s a solid ear bud",0,1
193,193,3,These work great while they are working. This will be my 3rd ones. If you drop your phone or set something on top of the piece that connects to the phone it’s a guarantee that one speaker will stop working.,0,0
194,194,1,First one earbud stopped working followed by the other a week later.,0,0
195,195,1,These headphones tangle too much. Worst part is that even if they are plugged in volume comes from phone and we have to adjust these again. Somewhere there seems to be a loose connection. For the money I paid it’s definitely not worth it.,0,0
196,196,5,"Came in perfect packaging and in unused condition. My daughter is a dork and has the iphone7 but hates the wireless earbuds. She wants to look like she’s listening to music (even if she’s not) so we needed earbuds with the lightning connector. Ordered it in a Thursday, got here Friday. Very happy customer",0,1
197,197,5,"These earbuds are great, was worried they would be knock offs but they're Apple, saved my old ones that came with my iPhone 8 plus to compare them before i threw them away and they're exactly the same, quality is great and sound was fantastic, i definitely recommend these. Since they're from Apple you can't go wrong",0,1
198,198,5,My husband needed to headphones for his iphone 8 and these were exactly what he needed. The sound quality is as expected. Length of wires were long enough. I suggest these for any needs someone may have.,0,1
199,199,3,I ordered 2 because I thought it was a great deal since it’s $10 cheaper and amazon wouldn’t likely to sell fake ones. It arrived in a sealed apple box like the ones from the store. I opened one and immediately noticed that the wires are different. The ones from amazon are shiny and smooth while the old one I have has a rubbery texture. The earphones work fine for now but I’m not sure if this is gonna last.,1,0
200,200,5,Love these earbuds!! I use them all the time! I don’t really like wireless earbuds because it’s not as noticeable that you’re not listening to people. These are great and have a great speaker to use for talking through on the phone.,0,1
201,201,3,"Definitely not authentic apple EarPods. The sound quality is pretty subpar, the chord material is not the same, and the sound skips every once and a while. Sometimes the phone can’t even recognize that they’re connected.",1,0
202,202,5,Great price. Cheaper than on apple website. Exact same earbuds,0,1
203,203,5,"The quality of the EarPods are good however, they are expensive. Watch out for fake ones. If you know what the “real” ones are supposed to look like check against the ones on line. The lights are different colors when on and come on in different spots on the case when charging.",0,1
204,204,1,After one week the headphones stopped working completely in one of the ears and in the other Siri would constantly be activated and my music would continually pause and play without being activated.,0,0
