,rating,reviews,Whistleblower ,sentiment
96,5,"I had ordered a 10-piece Stylus Set prior to this, and was disappointed...they were cheap, one broke the first day, the color scratched off, and it was 2 of each of five colors. I was prepared for a repeat performance with this set, but was VERY PLEASANTLY SURPRISED!! The Friendly Swede Stylus Set feels heavier in your hand, the colors are vibrant, and the variety is fantastic! I brought them to a gathering with a few friends and everyone got the color (and style, small with the plug that goes into the headphone slot, or the larger type with the clip) that they wanted. I tell everyone about these, I've shared with friends and my sons, and I still have several to spare. You WILL NOT BE DISAPPOINTED with this purchase!! As a bonus, you get a cleaning cloth (yes, it actually works!), and lanyards! The whole set comes well packaged in a resealable case. When I change my iPad mini (or iPhone 5) cases, I pick a stylus that matches the new case, and put the old one in the handy case (sliding the stylus right back into the wrapper that the new one came out of first!). Don't miss this deal!",0,1
97,5,"When looking for styli, it is overwhelming to see the number of choices one has! It is also amazing to see the difference in price as well.When I saw this bundle, I was a bit ""suspicious"" that you get this many styli for that price and have them be any good.Well... I was wrong! They feel good in the hand, although if your hand is sweaty, the smooth surface will make your fingers slip, but that's true of regular, smooth pens as well.It's great they give you two different sizes as well. My wife loves the smaller one that plugs into her earphone jack. It really makes it easier for her to interact with her Samsung SII.I use the larger ones as I have bigger hands. I use it on my Galaxy SIII, Nook Color with CM7, and my iPad (which I hate!)In addition to making interactions easier, it also has the added bonus of keeping your screen cleaner!Go ahead and buy these. I think you'll be very satisfied with your purchase and with this quantity and price, you'll be able to give some to friends, family and business associates!",0,1
98,1,"This product doesn't work at all. It doesn't suction anything, has a horrible chemical smell, and is nearly impossible to remove. Also, they'll try to bribe you for a 5 star review and their review process doesn't even work properly. Their steps did not recognize my order number.",0,0
99,5,"I had started breaking out from stress and bought a pore remover - which ended up just bruising my face...I wanted to try a mask but was skeptical because I've seen a lot that haven't worked for me and was scared of causing any more breakouts, so, I went for product reviews and figured ""what the heck."" I tried it on a couple of days after I got the product - it scared the crap out of my 5 YO btw haha - but I felt the results almost immediately. It's very easy to put on, leave it on for about 15 minutes (which can get tricky because it does get a little itchy), then peel/wash it right off. It leaves your skin feeling amazing afterwards too!",0,1
101,5,First time I used this type of mask and it was wonderful. The scent is very nice and not overpowering. It also didn't irritate my skin . It felt like a cool washcloth on my face. Easy to remove also. It left my skin feeling clean and soft. Will definitely purchase again.,0,1
102,5,It is amazing. I just put a little thin layer and let it dry. Its hard to peel off but it all peels off in one rubbery mask that tears all your impurities out and your pores are shrunk considerably. The more i used it the more my pores became tiny. It really amazing,0,1
103,5,I really enjoy this project! I’ve been reading up on a lot of do’s and don’ts in skincare and I have no qualms with this product! It’s not irritating at all (what I mean by that is that it’s not super sticky on the skin). I don’t have any pain removing it as I do with other masks. It’s not harsh and doesn’t leave me red at all. It’s a very gentle peel off mask!! I don’t worry about damaging my skin using this!,0,1
104,5,"The mask is very easy to apply with the included spatula which I love; no more sticky fingers! It dries in the time stated on the box and does a nice job of clearing pores. I do feel like I need to use it more than once to get the deep dirt out, but it’s definitely better than all other masks I’ve used.",0,1
105,4,"Only used 1 time so far on the nose. I followed the instructions, cleaned, dried the area then apply the mask. It dries after 10 - 15 minutes. It removes easy but I don’t see all the blackheads coming out as pictured. I will try again two days later with a thicker application. I did followed the mask with toner. I am hoping to see more coming out. Fingers crossed.",0,1
106,2,"Smelled good, however I didn’t think it really pulled a lot of my blackheads out. I washed prior to the mask as instructed, however I had to leave it on longer than the suggested 15 minutes because it wasn’t dry. It wasn’t too terrible pulling off my nose or chin, but again I didn’t see much difference. For the price I would not recommend purchasing",0,0
107,5,"It is thick and a little goes a long way. It works perfectly as a cleanser and as a facial masque/peel. It works so well, I could see a difference right away. My skin feels smoother and soft afterwards. I use it all over my body, not just my face.",0,1
108,1,It left my face dirtier than to begin with because of the residue. This did not get blackheads off. It left a lot of residue. I ended up chunking it in the trash.,0,0
109,5,It didn’t hurt at all to take off which was nice. It didn’t get get everything out of your pores but it got about 90% so pretty good. The down side for me was that it smelt like men’s cologne which I didn’t like but overall I would get another.,0,1
110,5,"I have very sensitive skin. At first it burned so badly I was pretty nervous. But after about 5 minutes it just felt ""cooling"". It did an amazing job and my pores have never been more clear and smooth. Didnt leave my skin red or irritated.",0,1
111,4,The instructions were easy to follow. It is a great product to remove blackheads around the nose. In order to use it I recommend washing your face first with warm water to open up to pores and then add a good amount of the product to give a good layer to be easy to peel off.,0,1
112,5,"My skin was so soft and smooth after using this. I think for me it was most effective on my t-zone and I will focus only on that area next time. It was difficult to pull off my cheeks, but everywhere else was fine. I will be buying more!",0,1
113,3,"I got the product based on the deep cleaning claims. I have blackheads on my chin and was looking for a way to get rid of them. This mask was good for surface cleansing but wasn't great at the deep cleaning I was looking for. It did soften my skin due to taking a lot of surface dead skin off. The scent was okay, not overpowering. It was easy-ish to remove. You have to make sure everything is dry - areas where the mask is thicker was deceptively dry but difficult to remove. The edges left a black residue I had to scrub off. All in all, it is an alright product.",0,0
114,5,Honestly this has been the easiest to peel off. I haven’t tried many but I would much rather buy this easy to use product than pay $15 so my barber can do the same thing! You will not regret buying it. Natural smell and cool to the touch. Would definitely recommend!,0,1
115,1,"This mask didn’t do much other than rip all the little babies hairs out of my face. I tried it twice, once with a sink wash and mask application and once after a long, hot shower in hopes that my pores would be more open. Neither time yielded results. However, my skin does feel soft and looks shiny. For me, it was not worth the purchase.",0,0
116,5,"I've never used one of these products before, but after getting annoyed with blackheads on my nose, I gave in and purchased a tube... the product is easy to apply, and though it is a bit messy if you aren't careful, it dries quickly and is strangely satisfying to remove and see all the junk coming out of your pores. 10/10 would buy again.",0,1
117,5,"I have used a few other brands of facial masks such as this one, but this one is by far a joy to use. I had a wonderful experience because it felt very light and soothing as I was applying it on my face. When it was time to take it off I was surprised and pleased at how effective and painless it was to remove. Other brands make it a bit painful to remove because it tugs at the skin and it has to be removed very slowly and it might still be a bit uncomfortable. But this one is great for sensitive skin. I recommend this facial mask if you want a beautifying and easy to used facial mask.",0,1
118,5,"You should leave it on a little longer than the package states ( about 5 minutes longer). This mask didn't hurt when I peeled it off, it removed all of my clogged pores and didn't have a weird small. Would recommend to everyone!",0,1
119,5,The price are affordableHow do I start ?The scent are more relaxing than other black mask products.It has a little bit of a rose scent or is it just me?After I use suction black mask the pores on my noes got removeIt adsorb the pores and adjust my skinI use it ones it week with my skin care routine,0,1
120,5,I was hesitant at first that this product would create changes I’d be satisfied with BUT they surely surpassed my expectations. I wish the container was bigger as I feel like I will use up the bottle quite quickly. I have been using it over a week now and I have some pretty bad black pores over my nose but after 2-2 uses I could see changes! Even my mother noticed that my pores looked less clog. As mentioned the only downside is the size. I would of hoped for a bigger size for the price I paid but surely the work this produce does is amazing.,0,1
121,4,"I lived in Taiwan for 6 years and we regularly had access to some of the best health and beauty products from surrounding Asian countries like Japan and Korea at very reasonable prices. So I wanted to give this product a try.I like the actual texture and use of the black mask. However, the smell is a bit odd and stronger than I’m used to. I’m not clear on what the smell comes from exactly. Thankfully, it didn’t bother me too much but it was noticeable.Otherwise, a nice black mask for the price!",0,1
122,5,"I think I put a little too much on try first time, so I took a little longer to dry. It got a pretty good amount of stuff off, even though I didn’t do it properly. The next time much better. Smells good, I like the relaxing cold feeling.",0,1
123,5,"Best charcoal peel-off mask, so easy to use, feel great while on, and super easy to peel off, all the blackheads from my nose came out, the ones on my chin were a bit stubborn, so I needed a second application, overall great product at a great price.",0,1
124,5,Both my teenage son and myself a post menopausal mom love your product. My son found it to be a little bit painful when he removed it however I’m tougher so it doesn’t bother me. Only thing I would suggest is to reduce the fragrance which smells like men’s cologne.,0,1
125,5,"Very happy with product. I only use it on the tip of my nose and ball of my chin and spot treatment for pimples because I worry about peeling off my whole face and causing myself to age faster.Totally works, smells great, will last me a long time.",0,1
126,5,"I love this product it makes your skin squeaky clean, however being fully realistic it will not get everything out if you have very deep pored skin. It will clean the topographical later though and keep it feeling fresh and clean for days after so i think that’s a win in itself :)",0,1
127,5,Bought this for spa time with my teenage daughter. We love it! We make sure to steam our faces then apply. Works as it states. We have tried countless black mask but this one is our new favorite!,0,1
128,4,"I really liked the scent and the cooling effect when you first put it on. It left my face feeling very clean and smooth. My only complaint was how much it hurt when I peeled it off, lol. I am in no way a baby when it comes to pain, but damn...it felt like slowly ripping a band aid off. Given how well it works, I will continue to use it though.",0,1
129,2,"I was a bit disappointed in this to be honest. I used to use a product just like this one, but I couldn't remember the brand name so I decided to go with this one instead. I loved the previous product I used and it exceeded my expectations, so I expected this to do the same but it unfortunately did not. It didn't really seem to suck up any of my blackheads or gunk inside my pores. I ended up throwing out and buying the classic Biore strips from Target which did the trick.",0,0
130,2,"This mask didn’t stick well. I had a misconception that these types of mask would stick to your skin five times stickier than the nose strips. However, it was less effective in sticking to your skin and was too easy to peele off. It’s not effective as the strips. As I was reading the reviews, some said it stick to your face very well, which it does, but it’s not effective in removing pores. I’m still searching for a mask that sticks to your face like duck tape! If anyone found it, let me know!",0,0
131,5,"My daughter has really stubborn blackheads and this didn't pull them out, but she still liked it and is using it regularly. I tried it too and really liked the way it removes the dead skin cells. It is painful to pull off, but not terrible. I'll use it again and replace it when my daughter uses it all up!",0,1
132,5,"This mask is good if your goal is for overall cleaning of fine facial hair and surface level blackheads. It does not grab onto deeper blackheads. It is slightly painful to take off on the more tender areas of the face, but that is mostly due to the peach fuzz that it grabs onto. The tube it comes in is also not very large, so I'm not sure how long it will last. The consistency of the mask is fairly thick, it is not watery. The smell is pleasant, and the applicator it comes with is helpful. Your face does feel smoother afterwards.",0,1
133,5,My spouse was looking for this on amazon.com. I looked over her shoulder and ordered it as a surprise gift. She liked it a lot after 2 applications. Will be ordering more of it for her.,0,1
134,4,"I don’t try many masks but I wasn’t impressed by this one. It was easy to take off which I appreciated, however it didn’t get many of my blackheads like I wanted. They have great customer service!",0,1
135,4,I’ve tried a lot of masks and I’ll have to rate this one a solid 3.5. I absolutely love the spatula that comes with mask; it is a good size and allows easy coverage. The tube is full for the price of the product and I think that is a good value. It’s easy to pull off but you do have to leave it on for the full 15 minutes. A toner definitely finishes this product off after use and leaves my skin feeling fresh and light with is perfect for a chilly fall day!,0,1
136,5,My pores shrunk when i looked in the mirror the next day and i was amazed. Although it isn't the easiest to peel off its worth it. i think its at a good price when you think of the results and how they're almost instant.,0,1
137,4,"I ordered this product based on recommendations from Amazon suggestion, but was skeptical of black masks in general due to research I had done prior to ordering. I was pleasantly surprised. My face felt very soft after and I could see the extractions that came out with the mask. It did not hurt at all, which I had heard can happen with some black masks. The only area of improvement for the manufacturer I would suggest is lightening up the scent. It smells good, but it’s a little strong for me.",0,1
138,5,"I have been using this product for a while now. It sticks well on face, comes off easy in one piece rather than in bits. Gives fresh feel and good cleansing on applied areas. Stings a little while drying but nothing harmful I felt.",0,1
139,5,This is a great mask! It is just as described and is the best black mask I've used so far. Some of the others have been hard to remove. Not this one! I love it and will be buying more in the future.,0,1
140,5,I really enjoyed using this product. If you’re a freak like me and enjoy pore extractions you’ll like this product. I use it once or twice a week or if I see my pores becoming excessively clogged. It doesn’t stink like some of the other options I’ve tried and it has not irritated my skin after using it for a couple months now. I say give it a whirl.,0,1
141,5,Easy to apply. I like the small applicator tool included in the box. I don't have to get my hands dirty. Goes on easy and after 20 minutes peels off easily. Clean your face before and dry it. Then apply the mask. Spread it out evenly. Leaves face feeling and looking clean.,0,1
142,5,This product is cool when it goes on and honestly my face feels so clean and smooth afterwards. The smell isnt bad and for the cost I love using it. It deeply cleans my pores and removes blackheads. I love it!! Will buy more before I run out.,0,1
143,5,This product is awesome. It leaves your face feeling so soft and smooth. It’s not the easiest to take off. It’s a little painful. But the ending results are well worth the pain. We as women go through a lot to make ourselves beautiful. I am definitely going to buy this again.,0,1
144,5,I like that it does feel like it's pulling impurities out. You do need to make sure you help your pores open up before hand otherwise it doesn't work to its fullest capacity.,0,1
145,5,My teenage boy had blackheads on his nose! After using this awesome product they are gone! He is so happy with the results! Easy to use and easy to remove! Spread on the area and let it completely dry before peeling off! You can actually see the dirt and grime after peeling it off! We have tried other products to remove the blackheads and nothing compares!,0,1
146,5,This product really cleaned my pores well and peeling it was very satisfying. Make sure not to put on too thick or it takes a long time to dry and doesn’t really work properly.,0,1
147,5,"I was skeptical that this would work, and I was honestly shocked at how clean my pores were after the first use. I didn’t even realize I needed this mask as badly as I did until I took it off and saw the “after”! Easy to remove.",0,1
148,4,"Didn't suction to the skin as much as I thought it would. Still left blackheads. Used on whole family. Good thing about it, it smells fresh and leaves skin extremely SMOOTH!!",0,1
149,5,"I've been trying to find an affordable charcoal mask for a while now. This one is definitely the most affordable, and it left my face feeling tight, clean, and refreshed. It also has a very pleasant scent. My favorite part about it is that it does not come off TOO easily. I've tried some masks that come off so easy that it doesn't feel like it removed any dirt/blackheads at all. This one was the perfect satisfying mix of hard to pull, but without hurting at all! I will definitely be buying more.",0,1
150,5,"I have used this product for more than 6 months and it is wonderful! My skin feels soft and smooth after using it. Just a note: yes, if you rip it off, it will cause some pain, so be careful! Best used after a hot shower when your pores are most open and let it fully dry before peeling it off.",0,1
151,5,"I used this product to clean out my pores and tighten my skin. I took a shower prior to use. The scent was ok, not strong. I have sensitive dry skin and this product did not aggravate my symptoms. I am satisfied with the result and will buy again.",0,1
152,5,Very good product. Love how it makes my skin feel afterwards. It definitely helps get any dried skin off. It does help with blackheads but I think some of mine might be a little too stubborn. I'm plan on trying after a shower to see of that helps.,0,1
153,5,"There are some pros and cons to this product. First off, it doesn't ""pull out"" much , or my skin is alot better than I thought it was. Previously , I have only tried the biore pore strips and they seemed more powerful but maybe that was because it was a strip and meant for a more targeted area. It smells nice, feels clean after, and is easy to get off anything left behind after peeling. All in all, I would say give it a try.",0,1
154,3,Exfoliates well but still not as effective on blackheads as a biore strip to be honest. I have really big pores and get a lot of blackheads and this seems to miss the majority of them. My skin feels really clean afterwards but I do have to rewatch because after I peel it off it’s pretty dry,0,0
155,5,We were skeptical about this product but it really does work. My daughters and I have been using it for a few weeks now. It has the tingling sensation of charcoal masks that we love and is easy to peel off. It removes the stuff in the pores which is weirdly satisfying to inspect after you peel off the mask. We haven’t had any issues with skin irritation etc. Similar to the strips but good for areas of the face with folds that strips sometimes don’t accomodate.,0,1
156,5,"My husband and I got this mask for a spa date night that we had. We both loves the minty, cooling feature that the mask had. We found that if you put the mask on too thick that it took much longer to dry then the directions said. Also, if you got some of the mask in your hairline you could easily remove it by soaking your face in a wet rag for a bit. The mask left our faces feeling smooth and clean. We both really enjoyed this product.",0,1
157,5,"I've been searching for a good blackhead face mask for so long and nothing worked until I found this one. It not only pulled out all of my black heads, but it also left my face looking clean, soft, and glowy. It does not have any strong unpleasing scent and the tube will definitely last me for a long time. This blackhead mask is definitely worth the money and it is the most effective one for all skin types. Love it!",0,1
158,5,"Upon receiving the package, the packaging of the product was very well put together. Once unboxing and applying the product, the application process was straightforward and fool-proof. After a few trial and error applications; I did find that a thick application of the product was needed in order to see results.Overall, I give the product a 7.5 out of 10, only due to the vague application instructions (amount of product).",0,1
159,5,I use peel off masks to remove facial hair. I don't have too much blackheads but i can say that this mask will remove everything what appears on the skin. Only don't keep it on the face for more than 15 min ..it's harder to remove,0,1
160,5,"cleanse and scrub before applying this mask for best effect, I pulled the mask bottoms up, and I could see blackheads and whiteheads, would buy it again!",0,1
161,5,The product really does remove residue off your skin. It won’t get the really deep blackheads but more surface level dirt. It is a nice face mask and I will keep using it.,0,1
162,5,"After using this product, my complexion appears much clearer. It wasn't painful to peel off either! This stuff does everything it claims to do and leaves you feeling refreshed and clean. I'm always looking for new skin care products, and this one is a great addition to my arsenal! I've tried a lot of different products, but I think I like this one the best because it gives you a good clean start before applying a moisturizer. Try it, you won't be disappointed!",0,1
163,5,"Have bought this brand several times now. Having large pores on my nose, these really pull the ""gunk"" out! And my face feels so smooth after. Highly recommend!",0,1
164,5,I have purchased a similar mask and the consistency was hard to work with and made a whole mess. This was just perfect. It is so easy to go on and I like the little spoon it comes with. Definitely recommend.,0,1
165,4,"I love that this face mask is a peel off, it makes it so much easier to remove! It unclog my pores very well, But it removes dead skin and works well",0,1
166,5,"It's a little frightening to use at first because it is SO black, but it tingles pleasantly as it dries, and peels off easily! my skin is very smooth after I peel it off.",0,1
167,5,"This product is gentle on the skin, and seemed to remove some things from my skin. It did not completely remove all dirt from pores, but maybe after a few more tries I'll start to notice more of a difference. I would use it again.",0,1
168,5,Oh my goodness!!! My skin feels so smooth and looks amazing after using this mask. It's become my Thursday routine and I see this being something long term!,0,1
169,5,I love these masks. Easier to Apply with silicone spatula makeup tool. Apply in two thin layers to easily remove and ensure good coverage.,0,1
170,5,"I love this mask! It feels so awesome when you take it off! It's not terrible to take off, it does hurt a little bit but that means it's doing it's job! I would recommend this to others who are looking for a charcoal mask.",0,1
171,5,Just know this product must be applied thickly & allowed to dry thoroughly! Safe for sensitive skin! Remove carefully & take a look at debris removed to see if it works for you!,0,1
172,5,"This product is great. Easy to peel off, cleans up pores and leaves skin feeling great. Takes long than suggested to dry, but totally worth it.",0,1
173,5,"Works great just wish the tube was bigger, looks bigger on the description, I didn’t realize it was only 2oz, seems too pricey for the tube size",0,1
174,4,This skin mask works pretty well. Drying time varies depending on how much you apply on your face. It’s peels off easily once dried. Our faces felt smooth after removal and even smoother the next morning.,0,1
175,1,"Item received a day late, totally fine cause I was super excited to give this a try. Unfortunately it’s completely busted. I tried opening it from the top and noticed the mask had leaked out and when I pulled it out it, the bottle was busted. Super disappointing. Can’t even use it, most of the product has already spilled out. The box it came in was completely fine and the other items I ordered were not damaged at all so I know it wasn’t shipping.",0,0
176,5,"I was actually and pleasantly surprised by this products ability to work and you can see and feel results just after completing one use of the face mask. Many products these days claim results, but you do not see or feel a single thing for any period of time or weeks on end. However, not the case with this product! I will forever be a customer of this great face mask! Awesome product development people!",0,1
177,5,"Does a great job of removing blackheads and other “gunk,” and doesn’t leave any residue or scent. Can be a little tricky to apply evenly (definitely need some kind of brush or applicator), and can be difficult to remove (trick is to make sure to let it dry COMPLETELY).",0,1
178,5,Purchased for my son who has blackheads on his nose. Does a great job of lifting out all the impurities in the skin...just remember to follow directions for best benefit.,0,1
179,5,"Got a crap done of gunk out of my face, didn’t hurt like everyone says it does to remove. And didn’t irritate my skin which is amazing!",0,1
180,5,"Refreshing tingly feeling when applied. I usually have breakouts at the beginning of my cycle every month, but I was pleasantly surprised that this mask helped reduce that. Easy to apply and easy to peel off, only some residue left behind which is easily removed with water. Doesn't hurt or rip out my hair if I accidentally cover some.",0,1
181,5,"There was a visible difference in the way my skin looked, made it really smooth and seemed to help with the small blackheads on my chin.",0,1
182,5,"It took me a little while to find the right amount of product to put on my face (less is more) but after I figured it out, the mask peeled off super easily and made my face feel so clean after. I have been doing about one mask per week for the past 3 weeks and it has made my skin noticeably more clearer.",0,1
183,5,"Great mask! My boyfriend and I tried this mask for the first time. It felt cool and refreshing at application. The product scent was a little strong at first but wasn’t overpowering or unpleasant. Once the mask dried, it was a little hard to peel off. It hurt a little for me in spots on my face with peach fuzz. My man found it easier to remove. Our skin was clear, silky and radiant! I would recommend this mask.",0,1
184,5,This mask was amazing!!! Easy to apply and totally legit. I did have to let mine dry longer that the directions in order to get it off without being gooey. It was a little hard to get off just because it stung but I think it did what it was suppose to do!,0,1
185,5,"So far it’s great, this thing takes out my blackheads/whiteheads/hair. It leaves my skin feeling baby soft. The only thing is I wish it came in a bigger size so I could buy it since this one is pretty small. Other than that I love it",0,1
186,5,"This product is excellent. It goes on thick and sticky, and dries quickly. Unlike many peel off masks, that break and are difficult to handle, this Mask peels off in one sheet, pulling all the gunk from your skin. My skin is smooth and looks great.",0,1
187,5,"This product drys in about 15m. Once dried, the material is light weight, almost like single use plastic bag. It is fairly easy to remove as long as you've applied a thick layer. It works as advertised.",0,1
188,5,"It smells wonderful, easy to get off. I just find it a little less effective as others, I like it a little bit stronger, feel I have to use it more often.",0,1
189,5,"I am happy with this product, the drying time is very quick which is nice, and the peel-off works very well. It is fluid and is not hard to pull off. It seems to remove blackheads well or at least loosen them up for removal (if they have been deep in skin a long time). Great product to use weekly!",0,1
190,5,"Mask goes on well and has nice cooling sensation as it dries. It's a bit tough to get an even coating thickness with the provided applicator but after a few masks you'll get the hang of it. For me I've found the dry time to be a bit longer than the box instructions.Overall, mask is a good value and does well to dry out and pull oil off my face.",0,1
191,5,Man this was really good to try out. The only thing I didnt like was taking it off lol. It hurts taking it off but my face did feel much better and clean.,0,1
192,5,Me and my girlfriend used it. Put a little too much on at first it will take longer to dry if you do that. But it definitely took out my blackheads that were stuck in there. Will definitely keep using.,0,1
193,5,"I've tried a lot of face masks and I've never actually seen any results so I was a little skeptical going in. It's easy to apply, smells great, and if you wait till the mask fully dries, it pulls allllll the things you didn't wanna see out of your pores. Great product, will definitely be buying again once it runs out.",0,1
194,5,Looks cool and goes in smoothly. Don’t do a thick layer or it’ll take forever to dry but a nice thin layer works perfect,0,1
195,5,"This was a fun product to try and I was skeptical due to the price, but I am happy with the purchase! I really feel like it pulled out some of the impurities in my skin and tightened my pores. I also followed it up with some toner and my face feels super soft. The only warning I have is to not get it close to your hair line when applying - it can pull some hair out when you take the mask off. That's how strong it is!",0,1
196,5,"Overall a good peel off mask, comes off fairly easily, almost all in one piece! Didn't get as deep with some of my blackheads as I would have liked but a good valie for your money!",0,1
197,5,I have been using this product since a very long time and I’m very happy with the results ! My skin looks fairly young and blackheads/whiteheads free which can be a major concern to any user in today’s lifestyle!I truly recommend this product for professional as well as new users!Cheers to Quality!!!👍,0,1
198,5,"I love it! I’ve bought it before for myself and let my mom use it, and she ended up taking the whole bottle so I got her more for Christmas! It really works and leaves your face feeling clear and refreshed. Make sure to moisturize after using because it does dry your face out over a couple of days.",0,1
199,5,What i liked about this mask is that it isn’t too runny like other brands. It dries up rather quick and you can see all the gunk that it pulls off your face. My face always looks clear and freshly radiant after EVERY use.,0,1
200,5,"Highly satisfied with this product. I use a brush to put on my face. After it dries, it comes off easily with little pain. Tip - hold your skin while pulling off the product makes it less easier to remove. Leaves my skin feeling smooth and soft.",0,1
201,5,Bought this Face mask thinking it would be just like the others although I was wrong! I love how it smells and feels on the skin while applying it and removing it. It doesn’t yank the skin but it does remove all the black & white heads. Definitely buying another one after I’m done with this one.,0,1
202,5,"This product works very well and did exactly what it said it would! The mask removed many of the blackheads from my nose and it was easy to apply and peel! In order to avoid a painful removal experience, make sure to remove the mask within 10–15 minutes! Any longer and it might become more difficult and painful to remove. Additionally, skin was smooth and soft after removal. I highly recommend this product!",0,1
203,5,"This was my first time trying a suction mask, and I was pleased with how great it worked. I've heard that masks like these might hurt to peel off, but this didn't hurt at all and came off extremely easy. This did an adequate job deep cleaning my pores; next time I will take a steam shower before using so my pores are more open and can allow this product to do an even better job. Overall would recommend!",0,1
204,5,This product is amazing! It actually works suctions and cleans out clogged pores and leaves my skin refreshed and soft!,0,1
205,4,Great mask got all of my hard to get to black heads. Dont get even a drop on any hair or eyebrows if you do they will be gone when you pull this mask off. Hurts a bit to peel but nothing I couldn't handle. Beauty is pain.,0,1
206,5,"I was a little skeptical from some of the reviews whether or not it would remove my blackheads but OMG it Actually worked! ppeeled All those badboys right out from my nose and cheek area where i had the most! Will def. use this once every 1-2 weeks. No pain, easy to remove",0,1
207,5,This is a really good product. It smells really good and it actually pulls off a lot of dead skin and black heads! I won’t be buying any other black peel off mask.,0,1
208,5,I have really bad skin and my face is always covered with blackheads. I used several of these masks and this is by far the best. I find it that it works best after a really short shower to open your pores.,0,1
209,5,"First timing using product, less is definitely more! I think I used too much on my nose so it took forever to dry and almost rubbed off instead of able to peel it off. On my face did a thinner layer and it worked much better! Smell is pleasant. Overall, would recommend thins product. Did get stuck to the sink and had to scrub off but think that is because it wasn’t all the way dry when I peeled off.",0,1
210,5,Kind of gross but I love pealing off this stuff and seeing the gunk that was on my face! Very easy to apply and even easier to take off. Definitely works better after a hot shower and my pores are opened. It takes a little bit of trial and error to get the right amount on your face but more product works better for me. I wasn't blow away by the scent but it's not horrible. A repeat purchase for me!,0,1
211,5,"Worked so well! Removed all the dead skin, came off all in one piece, and got some blackheads too!",0,1
212,3,"Yes this product does exactly what it advertises. But in my personal opinion, I don’t believe it’s worth the price they charge. I only got 3 or 4 face masks from this entire tube.",0,0
213,5,I have tried everything to help with my complexion. I have had blackheads from a teenager and into my adult and I have had no luck with any products. This product is making a huge difference. I use a facial steamer prior to putting the mask on. Highly recommend.,0,1
214,5,Absolutely awesome left my face feeling smooth and clean took out tons of clogged pores.,0,1
215,4,"I like the way it feels and I like the way it spreads. You can definitely tell it is a good quality product. It does not hurt when you peel it off, however it does not feel like it grabs as many clogged pores as other products I have used.",0,1
216,5,"I really like that you can put the mask on dry! This was a huge plus to me, it works pretty well for the price, it got all the tiny hairs, white heads and black heads. It’s not the best charcoal mask I’ve used which is why I knocked off a star but for the price it’s pretty good!",0,1
217,5,"I like the feeling that is leaves, and it does remove some blackheads. Its does a better job of waxing off your baby hairs though. Unfortunately, the downside is that it hurts quiet a bit. So i suggest using it in patches so you can get it off easily. I'll still use it for sure though because I find it does help remove hairs that could be prone to turning into a pimple.",0,1
218,5,"Overall a good product, makes my face feel refreshed after I peel off and makes my skin smoother. I just wish that it would help me with my black head problem, it doesn’t have enough pull to get the blackheads off my nose after multiple uses but better than most peel off mask I previously used. Would recommend!",0,1
219,5,This really cleans my skin and even pulls out peachfuzz yet gentle at the same time. I will definitely purchase it again!,0,1
220,3,"Didn't feel like it cleaned out my pores that well. Hurt a little to peel it off. Easy to peel once you get it going. Just make sure you have a thick enough layer on, and it'll peel easier.",0,0
221,5,"Love the product..Can get hard to remove as it really gets stuck on your skin, but it feels as it pulls all the dirt out",0,1
222,4,It doesnt really peel off. it does in certain areas like around the edges of it but I had to wash the rest off with a towel because just water wouldnt take it off. But my face did feel clean afterwards that's why I gave it 4 stars.,0,1
223,5,"I really like this product for a few main reasons; I love the initial tingle it has when I first put it on, how quickly it dries, how easy it is to peel off, and all the funk it gets out of my pores! It has worked best after a shower to open up my pores a bit. I leaves my face smooth and feeling squeaky clean!!",0,1
224,5,"Very sticky, pulls tons of dead skin off and visibly cleans my pores. It smells pretty good too",0,1
225,5,I purchased this blackhead remover mask after doing some research and comparing other products alike. I was told that some masks will stick to your face and are very hard to peel off. I’ve been using this mask for about 3 weeks now and I can say the mask is easy to peel off. I mostly use it for my nose but have done the full facial as well.,0,1
226,5,"When I started to use this product I was skeptical and was expecting it to be like other masks that I had purchased in the past. But as I started applying it to my face I can feel how much denser the liquid was, and that's when I knew this was some quality stuff. I have used it for 5 days now and I can feel how much softer and brighter my skin looks. Thank you Piero Lorenzo.",0,1
227,5,This product was recommended by a friend and she was correct! This mask works better then others I’ve tried.,0,1
228,1,This is falsely advertised. The seller is bribing people to leave good reviews. It doesn’t actually pull out blackheads. It feels like Elmers Glue,1,0
229,5,"I love, love this product. Usually I use a face peal, usually charcoal. Never again! I will use Piero Lorenzo blackhead remover mask instead.",0,1
230,5,"I was hoping to the get the same results that others have reported in the comments - unfortunately, I don't think it did much to remove my blackheads. However, the ""suction"" does work well for exfoliation and removing oil.",0,1
231,5,This product really works! Make sure to apply a THIN layer of the mask and then wait until dry completely ( it might take more than 15 minutes),0,1
232,5,"I have used a similar product, except it was just pulling off tape off my face.I enjoyed the effects of green tea on my face. It was very relaxing as I waited for the mask to dry.This mask felt slightly more soothing to pull off too, and it left my face feeling very soft. I am excited to keep using it.The smells were not too strong and was pleasant.",0,1
233,4,"This mask is great for clogged pores, you can literally see blackheads and dirt from your pores on the mask once you’ve peeled it off. I’ve been using it for two weeks and feel like I see an improvement in my skin texture already.",0,1
234,5,"I've been using it on my nose for blackheads, it smells and feels good! No complaints",0,1
